Date added,CustomLabel,ASIN,Product:EAN,PicURL
29/08/2020,ITEM00315,B000TNJHJ8,433599039401,https://images-na.ssl-images-amazon.com/images/I/81JJ-956xML._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81Zf7XAE00L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81Vz6OWLWrL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81xMyUfFtWL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71jIoHLy0EL._AC_SL1500_.jpg
29/08/2020,ITEM00316,1743520689,9781743520680,https://images-na.ssl-images-amazon.com/images/I/81joCzjpqIL.jpg|https://images-na.ssl-images-amazon.com/images/I/71gZo4bmkuL.jpg|https://images-na.ssl-images-amazon.com/images/I/41sS5RlbI2L.jpg
29/08/2020,ITEM00317,B00HFJNHOK,4005556233748,https://images-na.ssl-images-amazon.com/images/I/71pQfzGiExL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/51G-xenjnGL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/61OLEnrSYaL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/61zdAQfeHVL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/51Gs%2BlTCEPL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/51-MvJACcLL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/51ybOE1q1SL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/515eD5ST5VL._AC_SL1200_.jpg|https://images-na.ssl-images-amazon.com/images/I/5153Z%2BzK09L._AC_SL1200_.jpg
29/08/2020,ITEM00318,B077YFTHKD,5011666727595,https://images-na.ssl-images-amazon.com/images/I/810ySiH1DnL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81-uZCf3aIL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81VxMwnRCrL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81Mh64mJw9L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/8138og%2BBDRL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/8124oBzc81L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/8124oBzc81L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/41cjENqGl1L._AC_.jpg
29/08/2020,ITEM00319,1789085241,9781789085242,https://images-na.ssl-images-amazon.com/images/I/81UkO6zia-L.jpg|https://images-na.ssl-images-amazon.com/images/I/816EhK7eruL.jpg|https://images-na.ssl-images-amazon.com/images/I/71IKPAwr45L.jpg|https://images-na.ssl-images-amazon.com/images/I/81TlLUGV07L.jpg|https://images-na.ssl-images-amazon.com/images/I/81ClzSNDuWL.jpg|https://images-na.ssl-images-amazon.com/images/I/81gV3N+Pw7L.jpg|https://images-na.ssl-images-amazon.com/images/I/81wOJTbvEHL.jpg
29/08/2020,ITEM00320,B00R50GIIQ,841182098481,https://images-na.ssl-images-amazon.com/images/I/61MI3Q8YDdL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/91F7kl%2BWG7L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/614tkocNC3L._AC_SL1151_.jpg
29/08/2020,ITEM00321,1409309061,9781409309062,https://images-na.ssl-images-amazon.com/images/I/719j48cRT5L.jpg|https://images-na.ssl-images-amazon.com/images/I/71bD8zBdcnL.jpg|https://images-na.ssl-images-amazon.com/images/I/71JMq9YHSCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51rmM3D-cJL.jpg|https://images-na.ssl-images-amazon.com/images/I/719j48cRT5L.jpg
29/08/2020,ITEM00322,B00CBX254I,0798256163593,https://images-na.ssl-images-amazon.com/images/I/41tiWHBINzL._AC_.jpg
29/08/2020,ITEM00323,1782498273,9781782498278,https://images-na.ssl-images-amazon.com/images/I/716yIBi1pdL.jpg|https://images-na.ssl-images-amazon.com/images/I/8147QfGK5+L.jpg|https://images-na.ssl-images-amazon.com/images/I/71Mk7DtvYcL.jpg|https://images-na.ssl-images-amazon.com/images/I/71DoGvvDeRL.jpg|https://images-na.ssl-images-amazon.com/images/I/612XiQ-QGNL.jpg
29/08/2020,ITEM00324,1405287047,9781405287043,https://images-na.ssl-images-amazon.com/images/I/716HhOCVUvL.jpg|https://images-na.ssl-images-amazon.com/images/I/8176IXV96qL.jpg
29/08/2020,ITEM00325,B00871XN9Y,4048769020194,https://images-na.ssl-images-amazon.com/images/I/711Hano1veL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61EuFbzdTAL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/31U7enXdBPL._AC_.jpg
29/08/2020,ITEM00326,1789291402,9781789291407,https://images-na.ssl-images-amazon.com/images/I/61jhLThLymL.jpg|https://images-na.ssl-images-amazon.com/images/I/91KvxUuEhyL.jpg
29/08/2020,ITEM00327,B0054Q9TMA,4011905320267,https://images-na.ssl-images-amazon.com/images/I/51NB43y9NuL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61G8aUrPZLL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/51MNzZiXnzL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/71VK3sy7y2L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61M3qsAvSYL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61h5XzqyUVL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61G8aUrPZLL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/61M3qsAvSYL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71dNJMHJL7L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71VK3sy7y2L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71V5BmKBWvL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71fd4T%2BQpkL._AC_SL1500_.jpg
29/08/2020,ITEM00328,0241322030,,https://images-na.ssl-images-amazon.com/images/I/51cwIFgpyML.jpg
